0,
2.34503,
-6.96335,
-4.67222,
4.63617,
6.9994,
-2.30898,
-9.32659,
-0.0182033,
9.29018,
2.34539,
-6.96299,
-4.67257,
4.63581,
6.99976,
-2.30862,
-9.32694,
-0.0185602,
9.28982,
2.34575,
-6.96264,
-4.67293,
4.63545,
7.00012,
-2.30827,
-9.3273,
-0.0189171,
9.28947,
2.3461,
-6.96228,
-4.67329,
4.6351,
7.00047,
-2.30791,
-9.32766,
-0.0192741,
9.28911,
2.34646,
-6.96192,
-4.67364,
4.63474,
7.00083,
-2.30755,
-9.32801,
-0.019631,
9.28875,
2.34682,
-6.96157,
-4.674,
4.63438,
7.00119,
-2.3072,
-9.32837,
-0.0199879,
9.2884,
2.34717,
-6.96121,
-4.67436,
4.63403,
7.00154,
-2.30684,
-9.32873,
-0.0203448,
9.28804,
2.34753,
-6.96085,
-4.67471,
4.63367,
7.0019,
-2.30648,
-9.32908,
-0.0207018,
9.28768,
2.34789,
-6.9605,
-4.67507,
4.63331,
7.00226,
-2.30613,
-9.32944,
-0.0210587,
9.28732,
2.34824,
-6.96014,
-4.67543,
4.63295,
7.00261,
-2.30577,
-9.3298,
-0.0214156,
9.28697,
2.3486,
-6.95978,
-4.67579,
4.6326,
7.00297,
-2.30541,
-9.33016,
-0.0217725,
9.28661,
2.34896,
-6.95943,
-4.67614,
4.63224,
7.00333,
-2.30506,
-9.33051,
-0.0221295,
9.28625,
2.34931,
-6.95907,
-4.6765,
4.63188,
7.00368,
-2.3047,
-9.33087,
-0.0224864,
9.2859,
2.34967,
-6.95871,
-4.67686,
4.63153,
7.00404,
-2.30434,
-9.33123,
-0.0228433,
9.28554,
2.35003,
-6.95835,
-4.67721,
4.63117,
7.0044,
-2.30398,
-9.33158,
-0.0232003,
9.28518,
2.35039,
-6.958,
-4.67757,
4.63081,
7.00476,
-2.30363,
-9.33194,
-0.0235572,
9.28483,
2.35074,
-6.95764,
-4.67793,
4.63046,
7.00511,
-2.30327,
-9.3323,
-0.0239141,
9.28447,
2.3511,
-6.95728,
-4.67828,
4.6301,
7.00547,
-2.30291,
-9.33265,
-0.024271,
9.28411,
2.35146,
-6.95693,
-4.67864,
4.62974,
7.00583,
-2.30256,
-9.33301,
-0.024628,
9.28376,
2.35181,
-6.95657,
-4.679,
4.62939,
7.00618,
-2.3022,
-9.33337,
-0.0249849,
9.2834,
2.35217,
-6.95621,
-4.67935,
4.62903,
7.00654,
-2.30184,
-9.33372,
-0.0253418,
9.28304,
2.35253,
-6.95586,
-4.67971,
4.62867,
7.0069,
-2.30149,
-9.33408,
-0.0256987,
9.28268,
2.35288,
-6.9555,
-4.68007,
4.62831,
7.00725,
-2.30113,
-9.33444,
-0.0260557,
9.28233,
2.35324,
-6.95514,
-4.68043,
4.62796,
7.00761,
-2.30077,
-9.3348,
-0.0264126,
9.28197,
2.3536,
-6.95479,
-4.68078,
4.6276,
7.00797,
-2.30042,
-9.33515,
-0.0267695,
9.28161,
2.35395,
-6.95443,
-4.68114,
4.62724,
7.00832,
-2.30006,
-9.33551,
-0.0271264,
9.28126,
2.35431,
-6.95407,
-4.6815,
4.62689,
7.00868,
-2.2997,
-9.33587,
-0.0274834,
9.2809,
2.35467,
-6.95371,
-4.68185,
4.62653,
7.00904,
-2.29934,
-9.33622,
-0.0278403,
9.28054,
2.35503,
-6.95336,
-4.68221,
4.62617,
7.0094,
-2.29899,
-9.33658,
-0.0281972,
9.28019,
2.35538,
-6.953,
-4.68257,
4.62582,
7.00975,
-2.29863,
-9.33694,
-0.0285542,
